1.81732;-3.34412
1.81511;-3.34945
1.81603;-3.35324
1.82511;-3.3531
1.82218;-3.35865
1.82432;-3.36174
1.819;-3.36835
1.82538;-3.36935
1.82265;-3.37464
1.82548;-3.37726
1.82757;-3.38019
1.82646;-3.38461
1.82669;-3.38836
1.83367;-3.38886
1.83059;-3.39412
1.83558;-3.39551
1.83514;-3.39944
1.83552;-3.40295
1.83628;-3.40625
1.83459;-3.41068
1.83393;-3.4146
1.83485;-3.41773
1.8347;-3.42134
1.83553;-3.42447
1.83521;-3.4281
1.83646;-3.43096
1.83475;-3.43521
1.83606;-3.43799
1.83675;-3.44104
1.83905;-3.4433
1.83646;-3.44785
1.83973;-3.4496
1.84007;-3.45272
1.83923;-3.45637
1.83979;-3.45933
1.84111;-3.46191
1.84189;-3.46472
1.8424;-3.46763
1.84328;-3.47035
1.84295;-3.47362
1.84281;-3.47677
1.84298;-3.47976
1.84521;-3.48175
1.8431;-3.48577
1.84367;-3.48851
1.84317;-3.49173
1.84382;-3.49438
1.84343;-3.49751
1.846;-3.49922
1.84321;-3.50343
1.84383;-3.50603
1.85013;-3.50593
1.85091;-3.50841
1.84974;-3.51178
1.84762;-3.51559
1.85053;-3.51701
1.85056;-3.51977
1.85266;-3.52154
1.85405;-3.52363
1.85321;-3.52674
1.8507;-3.53062
1.85339;-3.53205
1.85532;-3.53382
1.85605;-3.53613
1.85404;-3.53971
1.85425;-3.54223
1.85519;-3.5444
1.85271;-3.54815
1.85489;-3.5497
1.85439;-3.5525
1.85744;-3.55362
1.85862;-3.5556
1.85826;-3.55828
1.85811;-3.56085
1.85907;-3.56289
1.85935;-3.56523
1.85774;-3.56844
1.85947;-3.57008
1.85778;-3.5733
1.86112;-3.57416
1.86123;-3.57651
1.86014;-3.57941
1.86013;-3.5818
1.86132;-3.5836
1.86027;-3.58645
1.86212;-3.58792
1.86155;-3.59052
1.86027;-3.59343
1.86102;-3.59538
1.86244;-3.59701
1.8617;-3.59963
1.86139;-3.60204
1.86124;-3.60437
1.86291;-3.60583
1.86258;-3.60822
1.86193;-3.61074
1.86437;-3.61181
1.86268;-3.6148
1.86416;-3.61629
1.86417;-3.61846
1.86502;-3.62023
1.86446;-3.62265
1.86611;-3.62402
1.86651;-3.62597
1.86761;-3.62758
1.8654;-3.63072
1.86636;-3.63238
1.86692;-3.63421
1.86713;-3.63619
1.86605;-3.63877
1.86995;-3.63902
1.86714;-3.64237
1.86796;-3.64403
1.86856;-3.64579
1.87049;-3.64692
1.86971;-3.64929
1.87281;-3.64986
1.87068;-3.65284
1.86756;-3.65628
1.87411;-3.65522
1.86905;-3.65953
1.86931;-3.66137
1.87174;-3.66219
1.87258;-3.66375
1.87265;-3.66565
1.87086;-3.6684
1.87505;-3.66838
1.87281;-3.67132
1.87463;-3.67238
1.8746;-3.67428
1.87631;-3.67537
1.87456;-3.67806
1.8769;-3.67884
1.87445;-3.68184
1.87614;-3.6829
1.87432;-3.68559
1.87778;-3.68583
1.87647;-3.68826
1.87837;-3.6892
1.87881;-3.69081
1.87839;-3.69281
1.8781;-3.69474
1.87573;-3.69763
1.87751;-3.69858
1.88081;-3.69883
1.87837;-3.70173
1.87992;-3.70278
1.87996;-3.70451
1.88091;-3.70582
1.87921;-3.70835
1.88006;-3.70969
1.8811;-3.71093
1.88101;-3.71269
1.88084;-3.71448
1.88101;-3.71611
1.8819;-3.7174
1.87963;-3.72014
1.88155;-3.72094
1.88203;-3.72239
1.88416;-3.72308
1.88003;-3.72666
1.88252;-3.72717
1.88207;-3.72903
1.88251;-3.73047
1.88216;-3.73227
